Rk,Player,Pos,Age,Tm,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,Year
124,Bones McKinney,SF,31,WSC,53,,,3.5,11.9,.296,,,,3.5,11.9,.296,.296,2.2,2.9,.776,,,,1.7,,,,3.5,9.3,1950
125,Mal McMullen,F-C,22,INO,58,,,2.1,6.6,.324,,,,2.1,6.6,.324,.324,1.3,2.4,.546,,,,1.5,,,,3.7,5.6,1950
126,Dick Mehen,PF,27,WAT,62,,,5.6,13.3,.420,,,,5.6,13.3,.420,.420,3.2,4.5,.705,,,,3.1,,,,3.3,14.4,1950
127,Ken Menke,G,27,WAT,6,,,1.0,2.8,.353,,,,1.0,2.8,.353,.353,0.5,1.3,.375,,,,1.2,,,,1.2,2.5,1950
128,Stan Miasek,C-F,26,CHS,68,,,2.6,6.8,.381,,,,2.6,6.8,.381,.381,2.1,3.3,.661,,,,1.1,,,,3.9,7.3,1950
129,Ed Mikan,C,24,TOT,65,,,1.4,4.9,.277,,,,1.4,4.9,.277,.277,1.4,1.8,.767,,,,0.6,,,,2.2,4.2,1950
129,Ed Mikan,C,24,CHS,21,,,1.5,6.0,.244,,,,1.5,6.0,.244,.244,2.1,2.8,.776,,,,0.7,,,,2.3,5.1,1950
129,Ed Mikan,C,24,ROC,44,,,1.3,4.4,.299,,,,1.3,4.4,.299,.299,1.1,1.4,.758,,,,0.6,,,,2.2,3.7,1950
130,George Mikan*,C,25,MNL,68,,,9.5,23.5,.407,,,,9.5,23.5,.407,.407,8.3,10.7,.779,,,,2.9,,,,4.4,27.4,1950
131,Vern Mikkelsen*,PF,21,MNL,68,,,4.2,10.6,.399,,,,4.2,10.6,.399,.399,3.2,4.2,.752,,,,1.8,,,,3.3,11.6,1950
132,Al Miksis,C,21,WAT,8,,,0.6,2.6,.238,,,,0.6,2.6,.238,.238,2.1,2.6,.810,,,,0.5,,,,2.8,3.4,1950
133,Murray Mitchell,C,26,AND,2,,,0.5,1.5,.333,,,,0.5,1.5,.333,.333,0.0,0.0,,,,,1.0,,,,0.5,1.0,1950
134,Leo Mogus,F-C,28,PHW,64,,,2.7,6.8,.396,,,,2.7,6.8,.396,.396,3.4,4.7,.727,,,,1.5,,,,2.6,8.8,1950
135,Max Morris,F-C,24,SHE,62,,,4.1,11.2,.363,,,,4.1,11.2,.363,.363,4.5,6.7,.667,,,,3.1,,,,2.8,12.6,1950
136,Joe Mullaney,G,25,BOS,37,,,0.2,1.9,.129,,,,0.2,1.9,.129,.129,0.3,0.4,.800,,,,1.4,,,,0.8,0.8,1950
137,Jerry Nagel,G,21,FTW,14,,,0.4,2.0,.214,,,,0.4,2.0,.214,.214,0.1,0.3,.250,,,,1.3,,,,0.8,0.9,1950
138,Jack Nichols,PF,23,TOT,67,,,4.6,12.7,.366,,,,4.6,12.7,.366,.366,3.9,5.1,.753,,,,2.1,,,,2.7,13.1,1950
138,Jack Nichols,PF,23,WSC,49,,,4.7,12.8,.362,,,,4.7,12.8,.362,.362,3.8,5.2,.736,,,,1.7,,,,2.4,13.1,1950
138,Jack Nichols,PF,23,TRI,18,,,4.6,12.2,.374,,,,4.6,12.2,.374,.374,4.0,5.0,.800,,,,3.4,,,,3.4,13.1,1950
139,Richie Niemiera,G-F,28,TOT,60,,,1.8,5.8,.314,,,,1.8,5.8,.314,.314,1.7,2.3,.748,,,,1.9,,,,1.3,5.4,1950
139,Richie Niemiera,G-F,28,FTW,31,,,1.9,6.7,.285,,,,1.9,6.7,.285,.285,1.8,2.4,.767,,,,2.0,,,,1.4,5.6,1950
139,Richie Niemiera,G-F,28,AND,29,,,1.8,4.9,.357,,,,1.8,4.9,.357,.357,1.7,2.3,.727,,,,1.9,,,,1.2,5.2,1950
140,Paul Noel,F,25,NYK,65,,,1.5,4.5,.337,,,,1.5,4.5,.337,.337,0.8,1.3,.609,,,,1.0,,,,2.0,3.8,1950
141,Jim Nolan,C,22,PHW,5,,,0.8,4.2,.190,,,,0.8,4.2,.190,.190,0.0,0.0,,,,,0.8,,,,2.8,1.6,1950
142,Johnny Norlander,F,28,WSC,40,,,2.5,7.3,.338,,,,2.5,7.3,.338,.338,1.3,2.1,.624,,,,0.8,,,,1.8,6.3,1950
143,George Nostrand,C-F,26,TOT,55,,,1.4,4.6,.306,,,,1.4,4.6,.306,.306,1.0,1.8,.566,,,,0.5,,,,2.1,3.9,1950
143,George Nostrand,C-F,26,BOS,18,,,2.0,6.7,.300,,,,2.0,6.7,.300,.300,2.0,3.3,.610,,,,0.9,,,,2.6,6.0,1950
143,George Nostrand,C-F,26,TRI,1,,,5.0,10.0,.500,,,,5.0,10.0,.500,.500,2.0,5.0,.400,,,,1.0,,,,1.0,12.0,1950
143,George Nostrand,C-F,26,CHS,36,,,1.0,3.5,.296,,,,1.0,3.5,.296,.296,0.5,1.0,.514,,,,0.3,,,,2.0,2.6,1950
144,Mike Novak,C-F,34,TOT,60,,,0.6,2.5,.248,,,,0.6,2.5,.248,.248,0.4,0.8,.532,,,,1.0,,,,2.3,1.7,1950
144,Mike Novak,C-F,34,ROC,5,,,0.2,2.2,.091,,,,0.2,2.2,.091,.091,0.2,0.2,1.000,,,,0.8,,,,2.0,0.6,1950
144,Mike Novak,C-F,34,PHW,55,,,0.7,2.5,.261,,,,0.7,2.5,.261,.261,0.4,0.8,.522,,,,1.0,,,,2.3,1.7,1950
145,Dermie O'Connell,G,21,TOT,61,,,1.8,7.0,.261,,,,1.8,7.0,.261,.261,0.8,1.5,.528,,,,1.5,,,,1.5,4.4,1950
145,Dermie O'Connell,G,21,BOS,37,,,1.9,7.4,.262,,,,1.9,7.4,.262,.262,0.9,1.6,.569,,,,1.7,,,,1.7,4.8,1950
145,Dermie O'Connell,G,21,STB,24,,,1.6,6.3,.260,,,,1.6,6.3,.260,.260,0.6,1.3,.452,,,,1.1,,,,1.2,3.8,1950
146,Andy O'Donnell,G,24,BLB,25,,,1.5,4.3,.352,,,,1.5,4.3,.352,.352,0.6,0.7,.778,,,,0.7,,,,1.3,3.6,1950
147,Dick O'Keefe,G-F,26,WSC,68,,,2.4,7.8,.306,,,,2.4,7.8,.306,.306,2.2,3.0,.739,,,,1.1,,,,3.6,7.0,1950
148,John Oldham,G,26,FTW,59,,,2.2,7.2,.298,,,,2.2,7.2,.298,.298,1.7,2.5,.710,,,,1.7,,,,3.3,6.1,1950
149,Gene Ollrich,G,27,WAT,14,,,1.2,5.1,.236,,,,1.2,5.1,.236,.236,0.7,1.0,.714,,,,1.7,,,,2.4,3.1,1950
150,Johnny Orr,F,22,TOT,34,,,1.2,3.5,.339,,,,1.2,3.5,.339,.339,0.4,0.4,.857,,,,0.6,,,,1.0,2.7,1950
150,Johnny Orr,F,22,STB,21,,,0.8,2.2,.362,,,,0.8,2.2,.362,.362,0.3,0.3,.857,,,,0.3,,,,0.9,1.9,1950
150,Johnny Orr,F,22,WAT,13,,,1.8,5.5,.324,,,,1.8,5.5,.324,.324,0.5,0.5,.857,,,,1.1,,,,1.2,4.0,1950
151,Don Otten,C,28,TOT,64,,,3.8,10.1,.373,,,,3.8,10.1,.373,.373,5.3,7.2,.737,,,,1.4,,,,3.8,12.9,1950
151,Don Otten,C,28,TRI,46,,,3.6,9.8,.366,,,,3.6,9.8,.366,.366,4.9,6.8,.717,,,,1.6,,,,3.9,12.1,1950
151,Don Otten,C,28,WSC,18,,,4.3,10.9,.391,,,,4.3,10.9,.391,.391,6.4,8.2,.777,,,,1.0,,,,3.7,14.9,1950
152,Mac Otten,F-C,24,TOT,59,,,0.9,2.6,.329,,,,0.9,2.6,.329,.329,0.7,1.4,.494,,,,0.6,,,,2.0,2.4,1950
152,Mac Otten,F-C,24,TRI,12,,,1.0,2.8,.353,,,,1.0,2.8,.353,.353,1.3,1.8,.682,,,,0.9,,,,2.3,3.3,1950
152,Mac Otten,F-C,24,STB,47,,,0.8,2.6,.322,,,,0.8,2.6,.322,.322,0.5,1.3,.424,,,,0.5,,,,2.0,2.2,1950
153,Red Owens,SG,24,TOT,61,,,1.4,4.7,.299,,,,1.4,4.7,.299,.299,1.1,1.7,.673,,,,1.2,,,,2.5,3.9,1950
153,Red Owens,SG,24,TRI,26,,,1.6,5.3,.307,,,,1.6,5.3,.307,.307,1.5,2.3,.678,,,,1.2,,,,2.5,4.8,1950
153,Red Owens,SG,24,AND,35,,,1.3,4.3,.291,,,,1.3,4.3,.291,.291,0.8,1.2,.667,,,,1.2,,,,2.5,3.3,1950
154,Easy Parham,F-G,28,STB,66,,,2.1,6.4,.325,,,,2.1,6.4,.325,.325,1.3,2.7,.494,,,,2.0,,,,2.4,5.5,1950
155,Jack Parkinson,G,25,INO,4,,,0.3,3.0,.083,,,,0.3,3.0,.083,.083,0.3,0.3,1.000,,,,0.5,,,,0.8,0.8,1950
156,Charlie Parsley,G,24,PHW,9,,,0.9,3.4,.258,,,,0.9,3.4,.258,.258,0.7,0.8,.857,,,,0.9,,,,0.8,2.4,1950
157,Stan Patrick,F-G,27,TOT,53,,,2.2,5.5,.395,,,,2.2,5.5,.395,.395,1.7,2.8,.605,,,,1.4,,,,1.4,6.1,1950
157,Stan Patrick,F-G,27,WAT,34,,,2.3,5.5,.422,,,,2.3,5.5,.422,.422,2.1,3.2,.648,,,,1.2,,,,1.3,6.7,1950
157,Stan Patrick,F-G,27,SHE,19,,,1.9,5.6,.346,,,,1.9,5.6,.346,.346,1.0,2.1,.487,,,,1.7,,,,1.7,4.9,1950
158,Johnny Payak,SG,23,TOT,52,,,1.9,6.4,.296,,,,1.9,6.4,.296,.296,2.3,3.3,.699,,,,1.7,,,,2.2,6.1,1950
158,Johnny Payak,SG,23,PHW,17,,,0.7,1.9,.375,,,,0.7,1.9,.375,.375,0.8,1.2,.619,,,,0.5,,,,1.1,2.2,1950
158,Johnny Payak,SG,23,WAT,35,,,2.5,8.5,.288,,,,2.5,8.5,.288,.288,3.1,4.3,.711,,,,2.2,,,,2.7,8.0,1950
159,Warren Perkins,G-F,27,TRI,60,,,2.1,7.0,.303,,,,2.1,7.0,.303,.303,1.9,3.3,.590,,,,1.9,,,,4.3,6.2,1950
160,Ed Peterson,C,25,SYR,62,,,2.7,6.3,.428,,,,2.7,6.3,.428,.428,1.8,3.0,.600,,,,0.5,,,,3.2,7.2,1950
161,Jack Phelan,F,24,TOT,55,,,1.6,4.9,.325,,,,1.6,4.9,.325,.325,0.9,1.6,.578,,,,1.0,,,,2.7,4.1,1950
161,Jack Phelan,F,24,WAT,15,,,1.6,4.6,.348,,,,1.6,4.6,.348,.348,0.9,1.6,.542,,,,1.1,,,,3.2,4.1,1950
161,Jack Phelan,F,24,SHE,40,,,1.6,5.0,.317,,,,1.6,5.0,.317,.317,1.0,1.7,.591,,,,1.0,,,,2.6,4.1,1950
162,Andy Phillip*,G-F,27,CHS,65,,,4.4,12.5,.349,,,,4.4,12.5,.349,.349,2.9,4.2,.704,,,,5.8,,,,3.2,11.7,1950
163,Jim Pollard*,SF,27,MNL,66,,,6.0,17.3,.346,,,,6.0,17.3,.346,.346,2.8,3.7,.764,,,,3.8,,,,2.2,14.7,1950
164,John Pritchard,C,23,WAT,7,,,1.3,4.1,.310,,,,1.3,4.1,.310,.310,0.6,1.6,.364,,,,1.1,,,,2.0,3.1,1950
165,Les Pugh,C-F,27,BLB,56,,,1.2,4.9,.249,,,,1.2,4.9,.249,.249,2.1,2.4,.846,,,,0.3,,,,2.1,4.5,1950
166,Don Putman,G,27,STB,57,,,0.9,3.5,.255,,,,0.9,3.5,.255,.255,0.6,0.9,.635,,,,1.6,,,,2.0,2.4,1950
167,George Ratkovicz,PF,27,SYR,62,,,2.6,7.1,.369,,,,2.6,7.1,.369,.369,3.4,5.6,.606,,,,2.0,,,,3.2,8.6,1950
168,Don Ray,F-C,28,TRI,61,,,2.1,6.6,.323,,,,2.1,6.6,.323,.323,1.7,2.4,.698,,,,1.0,,,,2.4,6.0,1950
169,Chick Reiser,G-F,35,WSC,67,,,2.9,9.6,.305,,,,2.9,9.6,.305,.305,3.2,3.8,.835,,,,2.6,,,,3.3,9.0,1950
170,Arnie Risen*,C,25,ROC,62,,,3.3,9.6,.344,,,,3.3,9.6,.344,.344,3.4,5.2,.664,,,,1.5,,,,3.7,10.1,1950
171,Tex Ritter,G-F,25,NYK,62,,,1.6,4.8,.337,,,,1.6,4.8,.337,.337,2.0,2.8,.710,,,,0.8,,,,1.6,5.2,1950
172,Bill Roberts,C,24,STB,67,,,1.1,3.3,.347,,,,1.1,3.3,.347,.347,0.4,0.6,.718,,,,0.4,,,,1.3,2.7,1950
173,Red Rocha,C,26,STB,65,,,4.2,10.4,.405,,,,4.2,10.4,.405,.405,3.4,4.8,.703,,,,2.4,,,,4.0,11.8,1950
174,Kenny Rollins,PG,26,CHS,66,,,2.2,6.4,.342,,,,2.2,6.4,.342,.342,1.0,1.3,.742,,,,2.0,,,,2.0,5.4,1950
175,Bob Royer,G,22,DNN,42,,,1.9,5.5,.338,,,,1.9,5.5,.338,.338,1.0,1.4,.707,,,,2.0,,,,1.7,4.7,1950
176,Jerry Rullo,G,26,PHW,4,,,0.8,2.3,.333,,,,0.8,2.3,.333,.333,0.3,0.3,1.000,,,,0.5,,,,0.5,1.8,1950
177,Ed Sadowski,C,34,TOT,69,,,4.3,13.4,.324,,,,4.3,13.4,.324,.324,4.0,5.4,.735,,,,2.0,,,,3.5,12.6,1950
177,Ed Sadowski,C,34,PHW,17,,,2.8,9.0,.307,,,,2.8,9.0,.307,.307,3.1,4.4,.693,,,,2.3,,,,3.7,8.6,1950
177,Ed Sadowski,C,34,BLB,52,,,4.8,14.8,.328,,,,4.8,14.8,.328,.328,4.3,5.7,.745,,,,1.9,,,,3.5,14.0,1950
178,Kenny Sailors,G,29,DNN,57,,,5.8,16.6,.349,,,,5.8,16.6,.349,.349,5.8,8.0,.721,,,,4.0,,,,4.2,17.3,1950
179,Pep Saul,SG,25,ROC,49,,,1.5,3.7,.404,,,,1.5,3.7,.404,.404,0.7,1.0,.723,,,,0.6,,,,0.7,3.7,1950
180,Herm Schaefer,G-F,31,MNL,65,,,1.9,4.8,.389,,,,1.9,4.8,.389,.389,1.3,1.6,.851,,,,3.1,,,,1.6,5.1,1950
181,Marv Schatzman,F,22,BLB,34,,,1.3,5.1,.247,,,,1.3,5.1,.247,.247,0.9,1.5,.580,,,,1.1,,,,1.4,3.4,1950
182,Fred Schaus,F,24,FTW,68,,,5.2,14.6,.352,,,,5.2,14.6,.352,.352,4.0,4.9,.818,,,,2.6,,,,3.4,14.3,1950
183,Dolph Schayes*,F-C,21,SYR,64,,,5.4,14.1,.385,,,,5.4,14.1,.385,.385,5.9,7.6,.774,,,,4.0,,,,3.5,16.8,1950
184,Milt Schoon,C,27,SHE,62,,,2.4,5.9,.410,,,,2.4,5.9,.410,.410,3.2,4.8,.653,,,,1.4,,,,3.1,8.0,1950
185,Howie Schultz,PF,27,TOT,67,,,2.7,10.0,.267,,,,2.7,10.0,.267,.267,2.9,4.2,.695,,,,2.5,,,,3.6,8.3,1950
185,Howie Schultz,PF,27,AND,35,,,2.4,9.0,.263,,,,2.4,9.0,.263,.263,3.3,4.6,.731,,,,2.5,,,,3.6,8.1,1950
185,Howie Schultz,PF,27,FTW,32,,,3.0,11.1,.270,,,,3.0,11.1,.270,.270,2.5,3.8,.648,,,,2.5,,,,3.7,8.5,1950
186,Dick Schulz,F-G,33,TOT,50,,,1.3,4.2,.297,,,,1.3,4.2,.297,.297,1.7,2.2,.755,,,,1.3,,,,2.1,4.2,1950
186,Dick Schulz,F-G,33,WSC,13,,,0.9,3.5,.267,,,,0.9,3.5,.267,.267,1.5,2.2,.679,,,,0.8,,,,2.1,3.3,1950
186,Dick Schulz,F-G,33,TRI,8,,,1.6,5.6,.289,,,,1.6,5.6,.289,.289,1.9,2.6,.714,,,,1.0,,,,1.5,5.1,1950
186,Dick Schulz,F-G,33,SHE,29,,,1.3,4.2,.311,,,,1.3,4.2,.311,.311,1.7,2.1,.803,,,,1.7,,,,2.3,4.3,1950
187,Fred Scolari,PG,27,WSC,66,,,4.7,13.8,.343,,,,4.7,13.8,.343,.343,3.6,4.3,.822,,,,2.7,,,,2.7,13.0,1950
188,Wayne See,G,26,WAT,61,,,1.9,5.0,.373,,,,1.9,5.0,.373,.373,1.5,2.2,.696,,,,2.3,,,,2.4,5.2,1950
189,Glen Selbo,G-F,23,SHE,13,,,0.8,3.9,.196,,,,0.8,3.9,.196,.196,1.7,2.2,.759,,,,1.8,,,,1.2,3.2,1950
190,Rollie Seltz,G-F,26,AND,34,,,2.7,9.1,.301,,,,2.7,9.1,.301,.301,2.4,3.1,.769,,,,1.9,,,,2.1,7.8,1950
191,Jim Seminoff,G-F,27,BOS,65,,,1.3,4.4,.300,,,,1.3,4.4,.300,.300,2.2,2.9,.755,,,,3.8,,,,2.4,4.8,1950
192,George Senesky,PG,27,PHW,68,,,3.3,10.4,.320,,,,3.3,10.4,.320,.320,2.3,3.3,.704,,,,3.9,,,,2.4,9.0,1950
193,Paul Seymour,G-F,22,SYR,62,,,2.8,8.5,.334,,,,2.8,8.5,.334,.334,2.0,2.8,.716,,,,3.0,,,,2.5,7.7,1950
194,Carl Shaeffer,F-G,25,INO,43,,,1.4,3.7,.369,,,,1.4,3.7,.369,.369,0.7,1.3,.561,,,,0.9,,,,2.4,3.5,1950
195,Howie Shannon,G-F,26,BOS,67,,,3.3,9.6,.344,,,,3.3,9.6,.344,.344,2.1,2.7,.786,,,,2.6,,,,2.2,8.8,1950
196,Charley Shipp,G-F,36,WAT,23,,,1.5,6.0,.255,,,,1.5,6.0,.255,.255,1.6,2.2,.725,,,,2.0,,,,2.0,4.7,1950
197,Connie Simmons,C-F,24,NYK,60,,,4.0,12.2,.331,,,,4.0,12.2,.331,.331,3.3,5.0,.662,,,,1.7,,,,3.4,11.3,1950
198,Belus Smawley,SG,31,STB,61,,,4.7,13.6,.345,,,,4.7,13.6,.345,.345,4.3,5.1,.828,,,,3.5,,,,2.6,13.7,1950
199,Jack Smiley,F-G,27,TOT,59,,,1.7,6.2,.269,,,,1.7,6.2,.269,.269,2.3,3.4,.677,,,,2.7,,,,3.3,5.6,1950
199,Jack Smiley,F-G,27,AND,12,,,0.5,4.2,.120,,,,0.5,4.2,.120,.120,1.0,2.0,.500,,,,1.2,,,,2.9,2.0,1950
199,Jack Smiley,F-G,27,WAT,47,,,2.0,6.7,.293,,,,2.0,6.7,.293,.293,2.6,3.8,.701,,,,3.1,,,,3.4,6.6,1950
200,Chips Sobek,G-F,29,SHE,60,,,1.6,4.2,.378,,,,1.6,4.2,.378,.378,2.6,3.4,.761,,,,1.6,,,,2.6,5.8,1950
201,Odie Spears,SF,25,CHS,68,,,4.1,11.4,.357,,,,4.1,11.4,.357,.357,2.3,3.4,.687,,,,2.3,,,,3.7,10.5,1950
202,Art Spector,F,29,BOS,7,,,0.3,1.7,.167,,,,0.3,1.7,.167,.167,0.1,0.6,.250,,,,0.4,,,,0.6,0.7,1950
203,Ed Stanczak,F,28,AND,57,,,2.8,8.0,.349,,,,2.8,8.0,.349,.349,3.6,4.7,.752,,,,1.2,,,,2.9,9.1,1950
204,Gene Stump,F-G,24,TOT,49,,,1.3,4.3,.296,,,,1.3,4.3,.296,.296,0.8,1.1,.685,,,,0.9,,,,1.2,3.3,1950
204,Gene Stump,F-G,24,MNL,23,,,1.2,4.1,.284,,,,1.2,4.1,.284,.284,0.3,0.6,.500,,,,1.0,,,,1.4,2.7,1950
204,Gene Stump,F-G,24,WAT,26,,,1.4,4.5,.305,,,,1.4,4.5,.305,.305,1.2,1.5,.750,,,,0.8,,,,1.0,3.9,1950
205,Mike Todorovich,F-C,26,TOT,65,,,4.0,13.1,.309,,,,4.0,13.1,.309,.309,4.1,5.7,.719,,,,3.2,,,,3.5,12.2,1950
205,Mike Todorovich,F-C,26,STB,14,,,2.2,8.3,.267,,,,2.2,8.3,.267,.267,2.5,4.0,.625,,,,1.4,,,,3.4,6.9,1950
205,Mike Todorovich,F-C,26,TRI,51,,,4.5,14.4,.315,,,,4.5,14.4,.315,.315,4.5,6.2,.736,,,,3.7,,,,3.6,13.6,1950
206,Jack Toomay,C-F,27,DNN,62,,,3.3,8.3,.397,,,,3.3,8.3,.397,.397,3.0,4.3,.705,,,,1.5,,,,3.4,9.6,1950
207,Bob Tough,G-F,29,TOT,29,,,1.5,5.3,.281,,,,1.5,5.3,.281,.281,0.9,1.4,.675,,,,1.3,,,,1.4,3.9,1950
207,Bob Tough,G-F,29,BLB,8,,,1.4,4.9,.282,,,,1.4,4.9,.282,.282,0.6,0.8,.833,,,,0.3,,,,1.9,3.4,1950
207,Bob Tough,G-F,29,WAT,21,,,1.5,5.4,.281,,,,1.5,5.4,.281,.281,1.0,1.6,.647,,,,1.7,,,,1.2,4.1,1950
208,Blackie Towery,F-C,29,BLB,68,,,3.3,10.0,.327,,,,3.3,10.0,.327,.327,2.3,3.0,.757,,,,2.1,,,,3.6,8.8,1950
209,Dick Triptow,G-F,27,BLB,4,,,0.0,1.3,.000,,,,0.0,1.3,.000,.000,0.5,0.5,1.000,,,,0.3,,,,1.3,0.5,1950
210,Butch van Breda Kolff,G-F,27,NYK,56,,,1.0,3.0,.329,,,,1.0,3.0,.329,.329,1.7,2.4,.716,,,,1.4,,,,2.0,3.7,1950
211,Gene Vance,G-F,26,TRI,35,,,3.1,9.3,.338,,,,3.1,9.3,.338,.338,2.5,3.4,.717,,,,3.5,,,,4.1,8.7,1950
212,Ernie Vandeweghe,F-G,21,NYK,42,,,3.9,9.3,.421,,,,3.9,9.3,.421,.421,2.2,3.3,.664,,,,1.9,,,,3.0,10.0,1950
213,Floyd Volker,F-C,28,TOT,54,,,3.0,9.8,.309,,,,3.0,9.8,.309,.309,1.3,2.4,.550,,,,2.1,,,,3.1,7.4,1950
213,Floyd Volker,F-C,28,INO,17,,,1.0,3.1,.321,,,,1.0,3.1,.321,.321,0.4,1.1,.389,,,,0.4,,,,1.9,2.4,1950
213,Floyd Volker,F-C,28,DNN,37,,,3.9,12.8,.308,,,,3.9,12.8,.308,.308,1.7,3.0,.577,,,,2.8,,,,3.7,9.6,1950
214,Whitey Von Nieda,G-F,27,TOT,59,,,2.0,5.7,.357,,,,2.0,5.7,.357,.357,1.2,1.9,.635,,,,2.4,,,,2.2,5.3,1950
214,Whitey Von Nieda,G-F,27,TRI,26,,,1.5,4.5,.345,,,,1.5,4.5,.345,.345,1.1,1.8,.630,,,,1.4,,,,1.8,4.2,1950
214,Whitey Von Nieda,G-F,27,BLB,33,,,2.4,6.7,.364,,,,2.4,6.7,.364,.364,1.3,2.1,.638,,,,3.2,,,,2.4,6.2,1950
215,Clint Wager,C-F,30,FTW,63,,,0.9,3.2,.281,,,,0.9,3.2,.281,.281,0.5,0.7,.617,,,,1.4,,,,2.8,2.3,1950
216,Danny Wagner,G,27,SHE,11,,,1.7,4.9,.352,,,,1.7,4.9,.352,.352,2.8,3.2,.886,,,,1.6,,,,2.0,6.3,1950
217,Brady Walker,PF,28,BOS,68,,,3.2,8.6,.374,,,,3.2,8.6,.374,.374,1.1,1.7,.632,,,,1.6,,,,1.5,7.5,1950
218,Paul Walther,SG,22,TOT,53,,,2.2,5.5,.393,,,,2.2,5.5,.393,.393,1.2,2.1,.578,,,,1.1,,,,2.3,5.5,1950
218,Paul Walther,SG,22,MNL,22,,,1.5,3.6,.400,,,,1.5,3.6,.400,.400,0.5,1.0,.524,,,,0.5,,,,1.8,3.4,1950
218,Paul Walther,SG,22,INO,31,,,2.6,6.8,.390,,,,2.6,6.8,.390,.390,1.7,2.8,.591,,,,1.5,,,,2.7,7.0,1950
219,Bobby Wanzer*,G,28,ROC,67,,,3.8,9.2,.414,,,,3.8,9.2,.414,.414,4.2,5.2,.806,,,,3.2,,,,1.5,11.8,1950
220,Murray Wier,G,23,TRI,56,,,2.8,8.6,.327,,,,2.8,8.6,.327,.327,2.1,3.0,.693,,,,1.9,,,,2.5,7.7,1950
221,D.C. Wilcutt,G,26,STB,37,,,0.6,2.0,.329,,,,0.6,2.0,.329,.329,0.8,1.1,.690,,,,1.3,,,,0.7,2.1,1950
222,Bob Wood,G,28,SHE,6,,,0.5,2.3,.214,,,,0.5,2.3,.214,.214,0.2,0.2,1.000,,,,0.2,,,,1.0,1.2,1950
223,Max Zaslofsky,SG,24,CHS,68,,,5.8,16.6,.351,,,,5.8,16.6,.351,.351,4.7,5.6,.843,,,,2.3,,,,2.7,16.4,1950
1,Paul Arizin*,SF,22,PHW,65,,,5.4,13.3,.407,,,,5.4,13.3,.407,.407,6.4,8.1,.793,,,9.8,2.1,,,,4.4,17.2,1951
2,Curly Armstrong,G-F,32,FTW,38,,,1.9,6.1,.310,,,,1.9,6.1,.310,.310,1.5,2.4,.644,,,2.3,2.0,,,,2.6,5.3,1951
3,Cliff Barker,SG,30,INO,56,,,0.9,3.6,.252,,,,0.9,3.6,.252,.252,0.9,1.4,.649,,,1.8,2.1,,,,1.8,2.7,1951
4,Leo Barnhorst,SF,26,INO,68,,,3.4,9.9,.346,,,,3.4,9.9,.346,.346,1.2,1.8,.689,,,4.4,3.2,,,,2.9,8.0,1951
5,Ed Bartels,F,25,WSC,17,,,1.4,5.7,.247,,,,1.4,5.7,.247,.247,1.4,2.7,.522,,,4.9,0.7,,,,3.2,4.2,1951
6,Ed Beach,F,22,TOT,12,,,0.7,3.2,.211,,,,0.7,3.2,.211,.211,0.5,0.8,.667,,,2.1,0.3,,,,1.2,1.8,1951
6,Ed Beach,F,22,MNL,11,,,0.7,3.2,.229,,,,0.7,3.2,.229,.229,0.5,0.8,.667,,,2.3,0.2,,,,1.3,2.0,1951
6,Ed Beach,F,22,TRI,1,,,0.0,3.0,.000,,,,0.0,3.0,.000,.000,0.0,0.0,,,,0.0,1.0,,,,0.0,0.0,1951
7,Ralph Beard,G,23,INO,66,,,6.2,16.8,.368,,,,6.2,16.8,.368,.368,4.4,5.7,.775,,,3.8,4.8,,,,1.5,16.8,1951
8,Leon Blevins,G,24,INO,2,,,0.5,2.0,.250,,,,0.5,2.0,.250,.250,0.0,0.5,.000,,,1.0,0.5,,,,1.5,1.0,1951
9,Nelson Bobb,PG,26,PHW,53,,,1.0,3.0,.329,,,,1.0,3.0,.329,.329,0.8,1.5,.557,,,1.9,1.5,,,,1.6,2.8,1951
10,Ike Borsavage,C-F,26,PHW,24,,,1.1,3.1,.351,,,,1.1,3.1,.351,.351,0.5,0.8,.667,,,1.0,0.2,,,,1.4,2.7,1951
11,Vince Boryla,SF,23,NYK,66,,,5.3,13.1,.406,,,,5.3,13.1,.406,.406,4.2,5.0,.837,,,3.8,2.8,,,,3.7,14.9,1951
12,Harry Boykoff,C,28,TOT,48,,,2.6,7.0,.375,,,,2.6,7.0,.375,.375,1.5,2.1,.740,,,4.6,1.3,,,,4.1,6.8,1951
12,Harry Boykoff,C,28,BOS,32,,,2.4,6.3,.384,,,,2.4,6.3,.384,.384,1.4,2.0,.714,,,4.2,1.3,,,,4.1,6.3,1951
12,Harry Boykoff,C,28,TRI,16,,,3.0,8.3,.361,,,,3.0,8.3,.361,.361,1.8,2.3,.784,,,5.3,1.3,,,,4.2,7.8,1951
13,Frankie Brian,G,27,TRI,68,,,5.3,16.6,.322,,,,5.3,16.6,.322,.322,6.1,7.5,.823,,,3.6,3.9,,,,3.2,16.8,1951
14,Walt Budko,PF,25,BLB,64,,,2.6,7.3,.356,,,,2.6,7.3,.356,.356,2.6,3.5,.744,,,7.1,2.1,,,,3.2,7.8,1951
